台灣頻道,#genre#
HBO Family,http://154.12.60.186/ubtv/ubtv.php?id=1113
HBO Comedy,http://154.12.60.186/ubtv/ubtv.php?id=1109
Hbo Family,http://154.12.60.186/ubtv/ubtv.php?id=1512
HBO Signature,http://154.12.60.186/ubtv/ubtv.php?id=1112
HBO 2 US,http://154.12.60.186/ubtv/ubtv.php?id=1111
Hbo One,http://154.12.60.186/ubtv/ubtv.php?id=1514
HBO 1 US,http://154.12.60.186/ubtv/ubtv.php?id=1110
Tennis chan,http://154.12.60.186/ubtv/ubtv.php?id=1519
Tennis chan（備）,http://154.12.60.186/ubtv/ubtv.php?id=3235
MTV,http://154.12.60.186/ubtv/ubtv.php?id=1546
FX,http://154.12.60.186/ubtv/ubtv.php?id=1551
CNBC,http://154.12.60.186/ubtv/ubtv.php?id=1106
CNBC,http://154.12.60.186/ubtv/ubtv.php?id=1555
CW,http://154.12.60.186/ubtv/ubtv.php?id=1557
CW,http://154.12.60.186/ubtv/ubtv.php?id=1220
Animal,http://154.12.60.186/ubtv/ubtv.php?id=1558
Animal Planet,http://154.12.60.186/ubtv/ubtv.php?id=1203
Investigation Discovery,http://154.12.60.186/ubtv/ubtv.php?id=1564
Lifetime Movie Network,http://154.12.60.186/ubtv/ubtv.php?id=1565
Showtime,http://154.12.60.186/ubtv/ubtv.php?id=1568
StarZ,http://154.12.60.186/ubtv/ubtv.php?id=1569
USA Network,http://154.12.60.186/ubtv/ubtv.php?id=1571
Right Now,http://154.12.60.186/ubtv/ubtv.php?id=144
30A TV,http://154.12.60.186/ubtv/ubtv.php?id=1052
Atlanta,http://154.12.60.186/ubtv/ubtv.php?id=1055
Panama City,http://154.12.60.186/ubtv/ubtv.php?id=1056
Pawleys Island,http://154.12.60.186/ubtv/ubtv.php?id=1057
HGTV,http://154.12.60.186/ubtv/ubtv.php?id=1538
HGTV,http://154.12.60.186/ubtv/ubtv.php?id=2311
National Geographic,http://154.12.60.186/ubtv/ubtv.php?id=2312
Nat Geo Wild,http://154.12.60.186/ubtv/ubtv.php?id=1521
Nat Geo Wild,http://154.12.60.186/ubtv/ubtv.php?id=2313
Cinemax,http://154.12.60.186/ubtv/ubtv.php?id=2314
IFC,http://154.12.60.186/ubtv/ubtv.php?id=1362
ESPN NEWS,http://154.12.60.186/ubtv/ubtv.php?id=1363
CBS Sport,http://154.12.60.186/ubtv/ubtv.php?id=1364
Fight Box,http://154.12.60.186/ubtv/ubtv.php?id=1365
Outdoor,http://154.12.60.186/ubtv/ubtv.php?id=1368
SEC Network,http://154.12.60.186/ubtv/ubtv.php?id=1369
PBS Kids,http://154.12.60.186/ubtv/ubtv.php?id=1370
WGN,http://154.12.60.186/ubtv/ubtv.php?id=1372
FX,http://154.12.60.186/ubtv/ubtv.php?id=1373
Fuse,http://154.12.60.186/ubtv/ubtv.php?id=1376
FX Movie,http://154.12.60.186/ubtv/ubtv.php?id=1380
Comet,http://154.12.60.186/ubtv/ubtv.php?id=1381
5 Star Max,http://154.12.60.186/ubtv/ubtv.php?id=1174
龍翔時代,http://154.12.60.186/ubtv/ubtv.php?id=1175
MoreMax,http://154.12.60.186/ubtv/ubtv.php?id=1176
Hallmark Movie,http://154.12.60.186/ubtv/ubtv.php?id=1179
TCM,http://154.12.60.186/ubtv/ubtv.php?id=1180
Starz in Black,http://154.12.60.186/ubtv/ubtv.php?id=1181
ESPN 1,http://154.12.60.186/ubtv/ubtv.php?id=1182
ESPN 2,http://154.12.60.186/ubtv/ubtv.php?id=2789
NBA,http://154.12.60.186/ubtv/ubtv.php?id=2792
NBA TV US,http://154.12.60.186/ubtv/ubtv.php?id=1185
Fox Sport 2,http://154.12.60.186/ubtv/ubtv.php?id=1187
NFL Network,http://154.12.60.186/ubtv/ubtv.php?id=1189
Food network 美,http://154.12.60.186/ubtv/ubtv.php?id=1526
Cartoon Network US,http://154.12.60.186/ubtv/ubtv.php?id=1211
USA Network,http://154.12.60.186/ubtv/ubtv.php?id=1230
Diy network,http://154.12.60.186/ubtv/ubtv.php?id=1528
WWE,http://154.12.60.186/ubtv/ubtv.php?id=1191
UFC PASS,http://154.12.60.186/ubtv/ubtv.php?id=1192
Bein Sports USA,http://154.12.60.186/ubtv/ubtv.php?id=1195
ESPN U,http://154.12.60.186/ubtv/ubtv.php?id=1196
Discovery Channel,http://154.12.60.186/ubtv/ubtv.php?id=1198
National Geographic,http://154.12.60.186/ubtv/ubtv.php?id=1200
History,http://154.12.60.186/ubtv/ubtv.php?id=1204
SMITHSONIAN,http://154.12.60.186/ubtv/ubtv.php?id=1205
Disney,http://154.12.60.186/ubtv/ubtv.php?id=1208
Disney XD,http://154.12.60.186/ubtv/ubtv.php?id=1209
Nick Junior,http://154.12.60.186/ubtv/ubtv.php?id=1213
Boomerang,http://154.12.60.186/ubtv/ubtv.php?id=1214
KCBS（原CBS）,http://154.12.60.186/ubtv/ubtv.php?id=1219
LifeTime US,http://154.12.60.186/ubtv/ubtv.php?id=1226
Arts and Entertainment,http://154.12.60.186/ubtv/ubtv.php?id=1227
Hallmark,http://154.12.60.186/ubtv/ubtv.php?id=1535
WE TV,http://154.12.60.186/ubtv/ubtv.php?id=1229
VH-1,http://154.12.60.186/ubtv/ubtv.php?id=1233
OWN US,http://154.12.60.186/ubtv/ubtv.php?id=1235
GSN,http://154.12.60.186/ubtv/ubtv.php?id=1236
TVG,http://154.12.60.186/ubtv/ubtv.php?id=1543
Cooking Channel,http://154.12.60.186/ubtv/ubtv.php?id=1238
FYI,http://154.12.60.186/ubtv/ubtv.php?id=1240
BabyTV,http://154.12.60.186/ubtv/ubtv.php?id=1241
ABC News,http://154.12.60.186/ubtv/ubtv.php?id=1516
ktsf26,http://154.12.60.186/ubtv/ubtv.php?id=1517
The Weather Nation,http://154.12.60.186/ubtv/ubtv.php?id=1105
Cinemax,http://154.12.60.186/ubtv/ubtv.php?id=1518
History,http://154.12.60.186/ubtv/ubtv.php?id=1530
Bloomberg,http://154.12.60.186/ubtv/ubtv.php?id=1107
Fox News,http://154.12.60.186/ubtv/ubtv.php?id=1510
Travel chan,http://154.12.60.186/ubtv/ubtv.php?id=1515
Discovery,http://154.12.60.186/ubtv/ubtv.php?id=1529
ShowTime 1,http://154.12.60.186/ubtv/ubtv.php?id=1114
NHL net,http://154.12.60.186/ubtv/ubtv.php?id=1534
ShowTime 2,http://154.12.60.186/ubtv/ubtv.php?id=1115
ShowCase US,http://154.12.60.186/ubtv/ubtv.php?id=1116
Starz Comedy,http://154.12.60.186/ubtv/ubtv.php?id=1118
Starz Edge,http://154.12.60.186/ubtv/ubtv.php?id=1119
Starz Kids Family,http://154.12.60.186/ubtv/ubtv.php?id=1120
World Fishing net,http://154.12.60.186/ubtv/ubtv.php?id=1531
Starz Encore,http://154.12.60.186/ubtv/ubtv.php?id=1121
Starz Encore Westerns,http://154.12.60.186/ubtv/ubtv.php?id=1122
Bravo,http://154.12.60.186/ubtv/ubtv.php?id=1525
Babytv,http://154.12.60.186/ubtv/ubtv.php?id=1522
WFLD-DT Fox 32.1,http://154.12.60.186/ubtv/ubtv.php?id=2431
CBS2-WBBM-TV,http://154.12.60.186/ubtv/ubtv.php?id=2822
ken5,http://154.12.60.186/ubtv/ubtv.php?id=2429
VH1,http://154.12.60.186/ubtv/ubtv.php?id=1532
woai,http://154.12.60.186/ubtv/ubtv.php?id=2430
TLC,http://154.12.60.186/ubtv/ubtv.php?id=1533
TNT,http://154.12.60.186/ubtv/ubtv.php?id=1524
ksat12,http://154.12.60.186/ubtv/ubtv.php?id=2428
National Geographic,http://154.12.60.186/ubtv/ubtv.php?id=294
Syfy,http://154.12.60.186/ubtv/ubtv.php?id=1537
加拿大,#genre#
The Weather Network,http://154.12.60.186/ubtv/ubtv.php?id=1251
CP 24 Canada,http://154.12.60.186/ubtv/ubtv.php?id=1247
CBC,http://154.12.60.186/ubtv/ubtv.php?id=1252
CTV,http://154.12.60.186/ubtv/ubtv.php?id=1253
CHCH,http://154.12.60.186/ubtv/ubtv.php?id=1256
CTV 2,http://154.12.60.186/ubtv/ubtv.php?id=1257
OMNI 1,http://154.12.60.186/ubtv/ubtv.php?id=1258
OMNI 2,http://154.12.60.186/ubtv/ubtv.php?id=1259
TVO,http://154.12.60.186/ubtv/ubtv.php?id=1260
Discovery Canada,http://154.12.60.186/ubtv/ubtv.php?id=1261
TLC Canada,http://154.12.60.186/ubtv/ubtv.php?id=1262
Love Nature,http://154.12.60.186/ubtv/ubtv.php?id=1263
Food Network Canada,http://154.12.60.186/ubtv/ubtv.php?id=1265
Cooking Channel Canada,http://154.12.60.186/ubtv/ubtv.php?id=1266
CTV Comedy,http://154.12.60.186/ubtv/ubtv.php?id=1267
CTV Sci-Fi,http://154.12.60.186/ubtv/ubtv.php?id=1268
Crave 1,http://154.12.60.186/ubtv/ubtv.php?id=1269
Crave 2,http://154.12.60.186/ubtv/ubtv.php?id=1270
Crave 3,http://154.12.60.186/ubtv/ubtv.php?id=1271
TSN 1,http://154.12.60.186/ubtv/ubtv.php?id=1273
TSN 2,http://154.12.60.186/ubtv/ubtv.php?id=1274
TSN 3,http://154.12.60.186/ubtv/ubtv.php?id=1275
TSN 4,http://154.12.60.186/ubtv/ubtv.php?id=1276
TSN 5,http://154.12.60.186/ubtv/ubtv.php?id=1277
SportNet ON,http://154.12.60.186/ubtv/ubtv.php?id=1278
SportNet One,http://154.12.60.186/ubtv/ubtv.php?id=1279
SportNet World,http://154.12.60.186/ubtv/ubtv.php?id=1280
SportNet 360,http://154.12.60.186/ubtv/ubtv.php?id=1281
NBA CA,http://154.12.60.186/ubtv/ubtv.php?id=1282
TreeHouse,http://154.12.60.186/ubtv/ubtv.php?id=1283
Teletoon,http://154.12.60.186/ubtv/ubtv.php?id=1284
YTV,http://154.12.60.186/ubtv/ubtv.php?id=1285
Sportsnet P,http://154.12.60.186/ubtv/ubtv.php?id=3074
Global,http://154.12.60.186/ubtv/ubtv.php?id=1254
City,http://154.12.60.186/ubtv/ubtv.php?id=1255
HGTV Canada,http://154.12.60.186/ubtv/ubtv.php?id=1264
Business Network News,http://154.12.60.186/ubtv/ubtv.php?id=1250
CTV News,http://154.12.60.186/ubtv/ubtv.php?id=1249
CBC News,http://154.12.60.186/ubtv/ubtv.php?id=1248
Crave 4,http://154.12.60.186/ubtv/ubtv.php?id=1272
英國頻道,#genre#
bt espn hd,http://154.12.60.186/ubtv/ubtv.php?id=2790
GB News,http://154.12.60.186/ubtv/ubtv.php?id=77
TalkTV,http://154.12.60.186/ubtv/ubtv.php?id=309
BBC one,http://154.12.60.186/ubtv/ubtv.php?id=1382
BBC four cbeebies,http://154.12.60.186/ubtv/ubtv.php?id=1383
BBC three cbbc,http://154.12.60.186/ubtv/ubtv.php?id=1384
BBC two,http://154.12.60.186/ubtv/ubtv.php?id=1385
True entertainment,http://154.12.60.186/ubtv/ubtv.php?id=1386
Discovery turbo,http://154.12.60.186/ubtv/ubtv.php?id=1387
sky_docu_hd,http://154.12.60.186/ubtv/ubtv.php?id=1388
E ent,http://154.12.60.186/ubtv/ubtv.php?id=1392
BBC red button,http://154.12.60.186/ubtv/ubtv.php?id=1393
E4,http://154.12.60.186/ubtv/ubtv.php?id=1397
Alibi,http://154.12.60.186/ubtv/ubtv.php?id=1398
5 star,http://154.12.60.186/ubtv/ubtv.php?id=1400
Itv 1,http://154.12.60.186/ubtv/ubtv.php?id=1401
Itv 2,http://154.12.60.186/ubtv/ubtv.php?id=1402
Itv 3,http://154.12.60.186/ubtv/ubtv.php?id=1403
Itv 4,http://154.12.60.186/ubtv/ubtv.php?id=1404
discovery channel,http://154.12.60.186/ubtv/ubtv.php?id=1406
Comedy Central,http://154.12.60.186/ubtv/ubtv.php?id=1408
Rte1,http://154.12.60.186/ubtv/ubtv.php?id=1409
Rte2,http://154.12.60.186/ubtv/ubtv.php?id=1410
Premiersp,http://154.12.60.186/ubtv/ubtv.php?id=1411
Freesports,http://154.12.60.186/ubtv/ubtv.php?id=1412
History,http://154.12.60.186/ubtv/ubtv.php?id=1413
CNBC,http://154.12.60.186/ubtv/ubtv.php?id=1414
Aljazeera,http://154.12.60.186/ubtv/ubtv.php?id=1415
Tv3 virgin,http://154.12.60.186/ubtv/ubtv.php?id=1416
Home,http://154.12.60.186/ubtv/ubtv.php?id=1417
Dave,http://154.12.60.186/ubtv/ubtv.php?id=1418
Film 4,http://154.12.60.186/ubtv/ubtv.php?id=1419
More 4,http://154.12.60.186/ubtv/ubtv.php?id=1420
Food Network 英,http://154.12.60.186/ubtv/ubtv.php?id=1421
Gold,http://154.12.60.186/ubtv/ubtv.php?id=1422
Syfy,http://154.12.60.186/ubtv/ubtv.php?id=1423
discovery science,http://154.12.60.186/ubtv/ubtv.php?id=1424
Discovery investigation,http://154.12.60.186/ubtv/ubtv.php?id=1426
Tg4,http://154.12.60.186/ubtv/ubtv.php?id=1427
Real live,http://154.12.60.186/ubtv/ubtv.php?id=1428
Cartoonito,http://154.12.60.186/ubtv/ubtv.php?id=1429
Watch,http://154.12.60.186/ubtv/ubtv.php?id=1430
Challenge,http://154.12.60.186/ubtv/ubtv.php?id=1431
Pick,http://154.12.60.186/ubtv/ubtv.php?id=1433
Nat Geo Wild,http://154.12.60.186/ubtv/ubtv.php?id=1434
Nick jr,http://154.12.60.186/ubtv/ubtv.php?id=1435
Quest,http://154.12.60.186/ubtv/ubtv.php?id=1436
Sky News,http://154.12.60.186/ubtv/ubtv.php?id=169
BBC News,http://154.12.60.186/ubtv/ubtv.php?id=164
BT Sport 2,http://154.12.60.186/ubtv/ubtv.php?id=166
BT Sport 3,http://154.12.60.186/ubtv/ubtv.php?id=167
BT Sport 1,http://154.12.60.186/ubtv/ubtv.php?id=165
Sky Sports 1,http://154.12.60.186/ubtv/ubtv.php?id=172
Sky Sport 2,http://154.12.60.186/ubtv/ubtv.php?id=171
Sky Sports F1,http://154.12.60.186/ubtv/ubtv.php?id=182
Sky Sport 3,http://154.12.60.186/ubtv/ubtv.php?id=183
Sky Sport 4,http://154.12.60.186/ubtv/ubtv.php?id=417
Sky Sport 5,http://154.12.60.186/ubtv/ubtv.php?id=418
sky sports racing hd,http://154.12.60.186/ubtv/ubtv.php?id=2778
sky news hd,http://154.12.60.186/ubtv/ubtv.php?id=2779
UK Euro Sport 1,http://154.12.60.186/ubtv/ubtv.php?id=3226
UK Euro Sport 2,http://154.12.60.186/ubtv/ubtv.php?id=3227
sky sports mix,http://154.12.60.186/ubtv/ubtv.php?id=2780
sky sports arena,http://154.12.60.186/ubtv/ubtv.php?id=2781
sky sports football,http://154.12.60.186/ubtv/ubtv.php?id=2782
sky sports premier league,http://154.12.60.186/ubtv/ubtv.php?id=2783
sky sports the open,http://154.12.60.186/ubtv/ubtv.php?id=2784
sky sports action,http://154.12.60.186/ubtv/ubtv.php?id=2785
sky sports cricket,http://154.12.60.186/ubtv/ubtv.php?id=2786
sky sports main event,http://154.12.60.186/ubtv/ubtv.php?id=2787
sky sports f1,http://154.12.60.186/ubtv/ubtv.php?id=3237
cbs action,http://154.12.60.186/ubtv/ubtv.php?id=3238
Russia Today,http://154.12.60.186/ubtv/ubtv.php?id=3239
4seven hd,http://154.12.60.186/ubtv/ubtv.php?id=3240
racing uk hd,http://154.12.60.186/ubtv/ubtv.php?id=3241
vault,http://154.12.60.186/ubtv/ubtv.php?id=3242
sky greats,http://154.12.60.186/ubtv/ubtv.php?id=3243
hoem and health,http://154.12.60.186/ubtv/ubtv.php?id=3244
channel 4 hd,http://154.12.60.186/ubtv/ubtv.php?id=3245
citv,http://154.12.60.186/ubtv/ubtv.php?id=3246
channel 5,http://154.12.60.186/ubtv/ubtv.php?id=3247
sony tv,http://154.12.60.186/ubtv/ubtv.php?id=3248
nickelodeon,http://154.12.60.186/ubtv/ubtv.php?id=3249
法國頻道,#genre#
FRANCE 24,http://154.12.60.186/ubtv/ubtv.php?id=1042
Franceinfo,http://154.12.60.186/ubtv/ubtv.php?id=376
Euronews français,http://154.12.60.186/ubtv/ubtv.php?id=1017
Bein Sport 4 Max,http://154.12.60.186/ubtv/ubtv.php?id=1405
Bein Sport 5 Max,http://154.12.60.186/ubtv/ubtv.php?id=1450
Bein Sport 1,http://154.12.60.186/ubtv/ubtv.php?id=1085
Bein Sport 2,http://154.12.60.186/ubtv/ubtv.php?id=2366
Bein Sport 3,http://154.12.60.186/ubtv/ubtv.php?id=2230
Boomerang,http://154.12.60.186/ubtv/ubtv.php?id=2228
CANAL Sport,http://154.12.60.186/ubtv/ubtv.php?id=2234
Cine Class,http://154.12.60.186/ubtv/ubtv.php?id=2229
Cine Permier,http://154.12.60.186/ubtv/ubtv.php?id=2237
FR Eurosport 1,http://154.12.60.186/ubtv/ubtv.php?id=2327
FR Eurosport 2,http://154.12.60.186/ubtv/ubtv.php?id=3225
Paramount,http://154.12.60.186/ubtv/ubtv.php?id=2233
Paris premiere,http://154.12.60.186/ubtv/ubtv.php?id=2235
TF1 HD,http://154.12.60.186/ubtv/ubtv.php?id=2236
Toute Lhistoire,http://154.12.60.186/ubtv/ubtv.php?id=2238
德國頻道,#genre#
Euronews,http://154.12.60.186/ubtv/ubtv.php?id=1560
Das Erste,http://154.12.60.186/ubtv/ubtv.php?id=1523
BR Fernsehen,http://154.12.60.186/ubtv/ubtv.php?id=3032
Tagesschau24,http://154.12.60.186/ubtv/ubtv.php?id=1690
SR,http://154.12.60.186/ubtv/ubtv.php?id=3220
RNF,http://154.12.60.186/ubtv/ubtv.php?id=414
Regio TV Bodensee,http://154.12.60.186/ubtv/ubtv.php?id=457
Regio TV Stuttgart,http://154.12.60.186/ubtv/ubtv.php?id=453
Regio TV Schwaben,http://154.12.60.186/ubtv/ubtv.php?id=416
LTV,http://154.12.60.186/ubtv/ubtv.php?id=407
Baden TV,http://154.12.60.186/ubtv/ubtv.php?id=412
Yol TV,http://154.12.60.186/ubtv/ubtv.php?id=409
意大利,#genre#
Euronews,http://154.12.60.186/ubtv/ubtv.php?id=186
LA7,http://154.12.60.186/ubtv/ubtv.php?id=3028
Sky Calcio,http://154.12.60.186/ubtv/ubtv.php?id=2737
SKY SPORT ARENA,http://154.12.60.186/ubtv/ubtv.php?id=2739
SKY F1,http://154.12.60.186/ubtv/ubtv.php?id=2740
Sky sport uno,http://154.12.60.186/ubtv/ubtv.php?id=1597
Inter TV,http://154.12.60.186/ubtv/ubtv.php?id=1599
Deejay TV,http://154.12.60.186/ubtv/ubtv.php?id=1601
Rai Sport,http://154.12.60.186/ubtv/ubtv.php?id=1613
Italia 1,http://154.12.60.186/ubtv/ubtv.php?id=1616
Kiss Kiss,http://154.12.60.186/ubtv/ubtv.php?id=3216
LA7D,http://154.12.60.186/ubtv/ubtv.php?id=3218
新馬頻道,#genre#
CNA 24,http://154.12.60.186/ubtv/ubtv.php?id=15
AEC,http://154.12.60.186/ubtv/ubtv.php?id=433
CNA Insider,http://154.12.60.186/ubtv/ubtv.php?id=3208
AEC,http://154.12.60.186/ubtv/ubtv.php?id=2745
TV2,http://154.12.60.186/ubtv/ubtv.php?id=436
TV3,http://154.12.60.186/ubtv/ubtv.php?id=437
TV8,http://154.12.60.186/ubtv/ubtv.php?id=442
Arena,http://154.12.60.186/ubtv/ubtv.php?id=1172
Channel8,http://154.12.60.186/ubtv/ubtv.php?id=142
天映頻道,http://154.12.60.186/ubtv/ubtv.php?id=441
KIX,http://154.12.60.186/ubtv/ubtv.php?id=430
全佳,http://154.12.60.186/ubtv/ubtv.php?id=427
歡喜,http://154.12.60.186/ubtv/ubtv.php?id=432
TVN,http://154.12.60.186/ubtv/ubtv.php?id=1170
CRICKET,http://154.12.60.186/ubtv/ubtv.php?id=1173
華麗,http://154.12.60.186/ubtv/ubtv.php?id=429
Astro Awani,http://154.12.60.186/ubtv/ubtv.php?id=440
Suria,http://154.12.60.186/ubtv/ubtv.php?id=434
TV9,http://154.12.60.186/ubtv/ubtv.php?id=438
NTV7,http://154.12.60.186/ubtv/ubtv.php?id=439
AOD,http://154.12.60.186/ubtv/ubtv.php?id=428
TV1,http://154.12.60.186/ubtv/ubtv.php?id=435
Astro Sp1,http://154.12.60.186/ubtv/ubtv.php?id=444
ASSP1_HD,http://154.12.60.186/ubtv/ubtv.php?id=1070
Astro Sp2,http://154.12.60.186/ubtv/ubtv.php?id=445
ASSP2_HD,http://154.12.60.186/ubtv/ubtv.php?id=1071
Astro Sp3,http://154.12.60.186/ubtv/ubtv.php?id=446
ASSP3_HD,http://154.12.60.186/ubtv/ubtv.php?id=1072
Astro Sp4,http://154.12.60.186/ubtv/ubtv.php?id=3234
Astro Sp4,http://154.12.60.186/ubtv/ubtv.php?id=447
Astro Sp5,http://154.12.60.186/ubtv/ubtv.php?id=2432
BOO,http://154.12.60.186/ubtv/ubtv.php?id=1437
CCM,http://154.12.60.186/ubtv/ubtv.php?id=1438
KIX,http://154.12.60.186/ubtv/ubtv.php?id=1446
PRIMA,http://154.12.60.186/ubtv/ubtv.php?id=1448
sony_one,http://154.12.60.186/ubtv/ubtv.php?id=1451
TV8,http://154.12.60.186/ubtv/ubtv.php?id=1455
Channel5,http://154.12.60.186/ubtv/ubtv.php?id=141
AFN,http://154.12.60.186/ubtv/ubtv.php?id=195
Channel U,http://154.12.60.186/ubtv/ubtv.php?id=1077
Vasantham,http://154.12.60.186/ubtv/ubtv.php?id=1078
Suria,http://154.12.60.186/ubtv/ubtv.php?id=1076
OKEY,http://154.12.60.186/ubtv/ubtv.php?id=1075
AXN,http://154.12.60.186/ubtv/ubtv.php?id=1044
BNC,http://154.12.60.186/ubtv/ubtv.php?id=1045
菲律賓,#genre#
DZRH TV,http://154.12.60.186/ubtv/ubtv.php?id=1425
CinemaOne,http://154.12.60.186/ubtv/ubtv.php?id=1333
泰國頻道,#genre#
Channel 5,http://154.12.60.186/ubtv/ubtv.php?id=2316
Channel 7,http://154.12.60.186/ubtv/ubtv.php?id=2317
MCOT HD,http://154.12.60.186/ubtv/ubtv.php?id=2318
Channel 8,http://154.12.60.186/ubtv/ubtv.php?id=1140
Gmm one,http://154.12.60.186/ubtv/ubtv.php?id=2322
Mono,http://154.12.60.186/ubtv/ubtv.php?id=2323
Thairath,http://154.12.60.186/ubtv/ubtv.php?id=2324
TPBS,http://154.12.60.186/ubtv/ubtv.php?id=2325
Workpoint,http://154.12.60.186/ubtv/ubtv.php?id=2326
Nation,http://154.12.60.186/ubtv/ubtv.php?id=2328
Tnn24,http://154.12.60.186/ubtv/ubtv.php?id=2329
NBT Central,http://154.12.60.186/ubtv/ubtv.php?id=1609
New18,http://154.12.60.186/ubtv/ubtv.php?id=2331
Amarin,http://154.12.60.186/ubtv/ubtv.php?id=2320
PPTV,http://154.12.60.186/ubtv/ubtv.php?id=2240
PPTV,http://154.12.60.186/ubtv/ubtv.php?id=2319
Police TV,http://154.12.60.186/ubtv/ubtv.php?id=2242
Esan TV,http://154.12.60.186/ubtv/ubtv.php?id=2243
Nation TV,http://154.12.60.186/ubtv/ubtv.php?id=2245
M Channel,http://154.12.60.186/ubtv/ubtv.php?id=2246
JKN,http://154.12.60.186/ubtv/ubtv.php?id=2247
Thai PBS,http://154.12.60.186/ubtv/ubtv.php?id=1047
Thairath TV,http://154.12.60.186/ubtv/ubtv.php?id=1139
NEWS1,http://154.12.60.186/ubtv/ubtv.php?id=1608
Channel 3,http://154.12.60.186/ubtv/ubtv.php?id=2315
Thailand ch3,http://154.12.60.186/ubtv/ubtv.php?id=1839
印尼頻道,#genre#
iNews,http://154.12.60.186/ubtv/ubtv.php?id=3023
CNN Indonesia,http://154.12.60.186/ubtv/ubtv.php?id=1145
KOMPASTV,http://154.12.60.186/ubtv/ubtv.php?id=2577
tvOne,http://154.12.60.186/ubtv/ubtv.php?id=2734
Rajawali TV,http://154.12.60.186/ubtv/ubtv.php?id=2942
NET TV,http://154.12.60.186/ubtv/ubtv.php?id=2943
JTV,http://154.12.60.186/ubtv/ubtv.php?id=2944
Bali TV,http://154.12.60.186/ubtv/ubtv.php?id=2945
Dunia Lain,http://154.12.60.186/ubtv/ubtv.php?id=2946
Trans TV,http://154.12.60.186/ubtv/ubtv.php?id=2947
Trans 7,http://154.12.60.186/ubtv/ubtv.php?id=2948
SCTV HD,http://154.12.60.186/ubtv/ubtv.php?id=2949
Indosiar,http://154.12.60.186/ubtv/ubtv.php?id=2950
Hope Channel,http://154.12.60.186/ubtv/ubtv.php?id=2951
Antara TV,http://154.12.60.186/ubtv/ubtv.php?id=2952
TV ONE,http://154.12.60.186/ubtv/ubtv.php?id=2953
Kompas TV,http://154.12.60.186/ubtv/ubtv.php?id=2954
TVRI,http://154.12.60.186/ubtv/ubtv.php?id=2955
CNN Indonesia,http://154.12.60.186/ubtv/ubtv.php?id=2956
Metro TV,http://154.12.60.186/ubtv/ubtv.php?id=2957
Aljazeera EN,http://154.12.60.186/ubtv/ubtv.php?id=2958
Berita Satu News,http://154.12.60.186/ubtv/ubtv.php?id=2959
DW TV Asia,http://154.12.60.186/ubtv/ubtv.php?id=2960
France 24,http://154.12.60.186/ubtv/ubtv.php?id=2961
BBC World News HD,http://154.12.60.186/ubtv/ubtv.php?id=2962
Channel News Asia,http://154.12.60.186/ubtv/ubtv.php?id=2963
CNN Int,http://154.12.60.186/ubtv/ubtv.php?id=2964
CNBC Indonesia,http://154.12.60.186/ubtv/ubtv.php?id=2965
Metro TV HD,http://154.12.60.186/ubtv/ubtv.php?id=2966
CGTN News,http://154.12.60.186/ubtv/ubtv.php?id=2967
Thrill,http://154.12.60.186/ubtv/ubtv.php?id=2968
Celestial Movies,http://154.12.60.186/ubtv/ubtv.php?id=2969
KIX HD,http://154.12.60.186/ubtv/ubtv.php?id=2970
AXN,http://154.12.60.186/ubtv/ubtv.php?id=2971
HITS,http://154.12.60.186/ubtv/ubtv.php?id=2972
Paramount Network,http://154.12.60.186/ubtv/ubtv.php?id=2973
Hits Movies HD,http://154.12.60.186/ubtv/ubtv.php?id=2974
HBO HD,http://154.12.60.186/ubtv/ubtv.php?id=2975
HBO Hits HD,http://154.12.60.186/ubtv/ubtv.php?id=2976
HBO Family HD,http://154.12.60.186/ubtv/ubtv.php?id=2977
Rock Entertainment HD,http://154.12.60.186/ubtv/ubtv.php?id=2979
LifeTime HD,http://154.12.60.186/ubtv/ubtv.php?id=2980
HBO Signature HD,http://154.12.60.186/ubtv/ubtv.php?id=2981
Bioskop Indonesia,http://154.12.60.186/ubtv/ubtv.php?id=2982
Hits Movie SD,http://154.12.60.186/ubtv/ubtv.php?id=2983
HITS HD,http://154.12.60.186/ubtv/ubtv.php?id=2984
Hits Movies,http://154.12.60.186/ubtv/ubtv.php?id=2985
HBO FHD,http://154.12.60.186/ubtv/ubtv.php?id=2986
HBO Signature FHD,http://154.12.60.186/ubtv/ubtv.php?id=2987
Warner TV ID HD,http://154.12.60.186/ubtv/ubtv.php?id=2988
My Cinema Asia,http://154.12.60.186/ubtv/ubtv.php?id=2989
Cinemax ID,http://154.12.60.186/ubtv/ubtv.php?id=2990
HBO Hits FHD,http://154.12.60.186/ubtv/ubtv.php?id=2991
My Family Channel,http://154.12.60.186/ubtv/ubtv.php?id=2992
HBO SD,http://154.12.60.186/ubtv/ubtv.php?id=2993
HBO Hits SD,http://154.12.60.186/ubtv/ubtv.php?id=2994
HBO Signature SD,http://154.12.60.186/ubtv/ubtv.php?id=2995
HBO Family SD,http://154.12.60.186/ubtv/ubtv.php?id=2996
FLIK HD,http://154.12.60.186/ubtv/ubtv.php?id=2997
Galaxy Premium SD,http://154.12.60.186/ubtv/ubtv.php?id=2998
Galaxy SD,http://154.12.60.186/ubtv/ubtv.php?id=2999
ATV,http://154.12.60.186/ubtv/ubtv.php?id=3000
